Format,Metric,Year,Format_Value_Num_Billions,Format_Value_Num_Millions,Actual_Value
On-Demand Streaming (Ad-Supported),Value,2001,,,
On-Demand Streaming (Ad-Supported),Value,2002,,,
On-Demand Streaming (Ad-Supported),Value,2003,,,
On-Demand Streaming (Ad-Supported),Value,2004,,,
On-Demand Streaming (Ad-Supported),Value,2005,,,
On-Demand Streaming (Ad-Supported),Value,2006,,,
On-Demand Streaming (Ad-Supported),Value,2007,,,
On-Demand Streaming (Ad-Supported),Value,2008,,,
On-Demand Streaming (Ad-Supported),Value,2009,,,
On-Demand Streaming (Ad-Supported),Value,2010,,,
On-Demand Streaming (Ad-Supported),Value,2011,,113.8,113.8
On-Demand Streaming (Ad-Supported),Value,2012,,170.9,170.935408437
On-Demand Streaming (Ad-Supported),Value,2013,,220.9,220.873544491
On-Demand Streaming (Ad-Supported),Value,2014,,283.8,283.793409371
On-Demand Streaming (Ad-Supported),Value,2015,,372.0,371.990396399
On-Demand Streaming (Ad-Supported),Value,2016,,489.4,489.37760758900004
On-Demand Streaming (Ad-Supported),Value,2017,,658.6,658.6064926
On-Demand Streaming (Ad-Supported),Value,2018,,759.5,759.532368153
On-Demand Streaming (Ad-Supported),Value,2019,,908.1,908.149330523
Other Ad-Supported Streaming,Value,1973,,,
Other Ad-Supported Streaming,Value,1974,,,
Other Ad-Supported Streaming,Value,1975,,,
Other Ad-Supported Streaming,Value,1976,,,
Other Ad-Supported Streaming,Value,1977,,,
Other Ad-Supported Streaming,Value,1978,,,
Other Ad-Supported Streaming,Value,1979,,,
Other Ad-Supported Streaming,Value,1980,,,
Other Ad-Supported Streaming,Value,1981,,,
Other Ad-Supported Streaming,Value,1982,,,
Other Ad-Supported Streaming,Value,1983,,,
Other Ad-Supported Streaming,Value,1984,,,
Other Ad-Supported Streaming,Value,1985,,,
Other Ad-Supported Streaming,Value,1986,,,
Other Ad-Supported Streaming,Value,1987,,,
Other Ad-Supported Streaming,Value,1988,,,
Other Ad-Supported Streaming,Value,1989,,,
Other Ad-Supported Streaming,Value,1990,,,
Other Ad-Supported Streaming,Value,1991,,,
Other Ad-Supported Streaming,Value,1992,,,
Other Ad-Supported Streaming,Value,1993,,,
Other Ad-Supported Streaming,Value,1994,,,
Other Ad-Supported Streaming,Value,1995,,,
Other Ad-Supported Streaming,Value,1996,,,
Other Ad-Supported Streaming,Value,1997,,,
Other Ad-Supported Streaming,Value,1998,,,
Other Ad-Supported Streaming,Value,1999,,,
Other Ad-Supported Streaming,Value,2000,,,
Other Ad-Supported Streaming,Value,2001,,,
Other Ad-Supported Streaming,Value,2002,,,
Other Ad-Supported Streaming,Value,2003,,,
Other Ad-Supported Streaming,Value,2004,,,
Other Ad-Supported Streaming,Value,2005,,,
Other Ad-Supported Streaming,Value,2006,,,
Other Ad-Supported Streaming,Value,2007,,,
Other Ad-Supported Streaming,Value,2008,,,
Other Ad-Supported Streaming,Value,2009,,,
Other Ad-Supported Streaming,Value,2010,,,
Other Ad-Supported Streaming,Value,2011,,,
Other Ad-Supported Streaming,Value,2012,,,
Other Ad-Supported Streaming,Value,2013,,,
Other Ad-Supported Streaming,Value,2014,,,
Other Ad-Supported Streaming,Value,2015,,,
Other Ad-Supported Streaming,Value,2016,,81.3,81.260865617
Other Ad-Supported Streaming,Value,2017,,261.8,261.786858952
Other Ad-Supported Streaming,Value,2018,,251.4,251.411918813
Other Ad-Supported Streaming,Value,2019,,251.1,251.064710118
Other Digital,Value,1973,,,
Other Digital,Value,1974,,,
Other Digital,Value,1975,,,
Other Digital,Value,1976,,,
Other Digital,Value,1977,,,
Other Digital,Value,1978,,,
Other Digital,Value,1979,,,
Other Digital,Value,1980,,,
Other Digital,Value,1981,,,
Other Digital,Value,1982,,,
Other Digital,Value,1983,,,
Other Digital,Value,1984,,,
Other Digital,Value,1985,,,
Other Digital,Value,1986,,,
Other Digital,Value,1987,,,
Other Digital,Value,1988,,,
Other Digital,Value,1989,,,
Other Digital,Value,1990,,,
Other Digital,Value,1991,,,
Other Digital,Value,1992,,,
Other Digital,Value,1993,,,
Other Digital,Value,1994,,,
Other Digital,Value,1995,,,
Other Digital,Value,1996,,,
Other Digital,Value,1997,,,
Other Digital,Value,1998,,,
Other Digital,Value,1999,,,
Other Digital,Value,2000,,,
Other Digital,Value,2001,,,
Other Digital,Value,2002,,,
Other Digital,Value,2003,,,
Other Digital,Value,2004,,,
Other Digital,Value,2005,,,
Other Digital,Value,2006,,,
Other Digital,Value,2007,,,
Other Digital,Value,2008,,,
Other Digital,Value,2009,,,
Other Digital,Value,2010,,,
Other Digital,Value,2011,,,
Other Digital,Value,2012,,,
Other Digital,Value,2013,,,
Other Digital,Value,2014,,,
Other Digital,Value,2015,,,
Other Digital,Value,2016,,17.1,17.141662870999998
Other Digital,Value,2017,,16.9,16.885109868
Other Digital,Value,2018,,19.8,19.839574865
Other Digital,Value,2019,,21.5,21.517175006
Other Tapes,Value,1973,,15.6,15.6
Other Tapes,Value,1974,,13.3,13.3
Other Tapes,Value,1975,,10.2,10.2
Other Tapes,Value,1976,,5.1,5.1
Other Tapes,Value,1977,,,
Other Tapes,Value,1978,,,
Other Tapes,Value,1979,,,
Other Tapes,Value,1980,,,
Other Tapes,Value,1981,,,
Other Tapes,Value,1982,,,
Other Tapes,Value,1983,,,
Other Tapes,Value,1984,,,
Other Tapes,Value,1985,,,
Other Tapes,Value,1986,,,
Other Tapes,Value,1987,,,
Other Tapes,Value,1988,,,
Other Tapes,Value,1989,,,
Other Tapes,Value,1990,,,
Other Tapes,Value,1991,,,
Other Tapes,Value,1992,,,
Other Tapes,Value,1993,,,
Other Tapes,Value,1994,,,
Other Tapes,Value,1995,,,
Other Tapes,Value,1996,,,
Other Tapes,Value,1997,,,
Other Tapes,Value,1998,,,
Other Tapes,Value,1999,,,
Other Tapes,Value,2000,,,
Other Tapes,Value,2001,,,
Other Tapes,Value,2002,,,
Other Tapes,Value,2003,,,
Other Tapes,Value,2004,,,
Other Tapes,Value,2005,,,
Other Tapes,Value,2006,,,
Other Tapes,Value,2007,,,
Other Tapes,Value,2008,,,
Other Tapes,Value,2009,,,
Other Tapes,Value,2010,,,
Other Tapes,Value,2011,,,
Other Tapes,Value,2012,,,
Other Tapes,Value,2013,,,
Other Tapes,Value,2014,,,
Other Tapes,Value,2015,,,
Other Tapes,Value,2016,,,
Other Tapes,Value,2017,,,
Other Tapes,Value,2018,,,
Other Tapes,Value,2019,,,
Paid Subscription,Value,1973,,,
Paid Subscription,Value,1974,,,
Paid Subscription,Value,1975,,,
Paid Subscription,Value,1976,,,
Paid Subscription,Value,1977,,,
Paid Subscription,Value,1978,,,
Paid Subscription,Value,1979,,,
Paid Subscription,Value,1980,,,
Paid Subscription,Value,1981,,,
Paid Subscription,Value,1982,,,
Paid Subscription,Value,1983,,,
Paid Subscription,Value,1984,,,
Paid Subscription,Value,1985,,,
Paid Subscription,Value,1986,,,
Paid Subscription,Value,1987,,,
Paid Subscription,Value,1988,,,
Paid Subscription,Value,1989,,,
Paid Subscription,Value,1990,,,
Paid Subscription,Value,1991,,,
Paid Subscription,Value,1992,,,
Paid Subscription,Value,1993,,,
Paid Subscription,Value,1994,,,
Paid Subscription,Value,1995,,,
Paid Subscription,Value,1996,,,
Paid Subscription,Value,1997,,,
Paid Subscription,Value,1998,,,
Paid Subscription,Value,1999,,,
Paid Subscription,Value,2000,,,
Paid Subscription,Value,2001,,,
Paid Subscription,Value,2002,,,
Paid Subscription,Value,2003,,,
Paid Subscription,Value,2004,,,
Paid Subscription,Value,2005,,149.2,149.2
Paid Subscription,Value,2006,,206.2,206.2
Paid Subscription,Value,2007,,234.0,234.0
Paid Subscription,Value,2008,,221.4,221.4
Paid Subscription,Value,2009,,206.2,206.2
Paid Subscription,Value,2010,,212.4,212.4
Paid Subscription,Value,2011,,247.8,247.8
Paid Subscription,Value,2012,,399.9,399.88253109
Paid Subscription,Value,2013,,643.3,643.324288756
Paid Subscription,Value,2014,,770.3,770.270559124
Paid Subscription,Value,2015,1.2,,1156.7085135510001
Paid Subscription,Value,2016,2.2,,2244.154254171
Paid Subscription,Value,2017,3.5,,3500.549812779
Paid Subscription,Value,2018,4.7,,4655.968522014
Paid Subscription,Value,2019,5.9,,5934.397625188
Ringtones & Ringbacks,Value,1973,,,
Ringtones & Ringbacks,Value,1974,,,
Ringtones & Ringbacks,Value,1975,,,
Ringtones & Ringbacks,Value,1976,,,
Ringtones & Ringbacks,Value,1977,,,
Ringtones & Ringbacks,Value,1978,,,
Ringtones & Ringbacks,Value,1979,,,
Ringtones & Ringbacks,Value,1980,,,
Ringtones & Ringbacks,Value,1981,,,
Ringtones & Ringbacks,Value,1982,,,
Ringtones & Ringbacks,Value,1983,,,
Ringtones & Ringbacks,Value,1984,,,
Ringtones & Ringbacks,Value,1985,,,
Ringtones & Ringbacks,Value,1986,,,
Ringtones & Ringbacks,Value,1987,,,
Ringtones & Ringbacks,Value,1988,,,
Ringtones & Ringbacks,Value,1989,,,
Ringtones & Ringbacks,Value,1990,,,
Ringtones & Ringbacks,Value,1991,,,
Ringtones & Ringbacks,Value,1992,,,
Ringtones & Ringbacks,Value,1993,,,
Ringtones & Ringbacks,Value,1994,,,
Ringtones & Ringbacks,Value,1995,,,
Ringtones & Ringbacks,Value,1996,,,
Ringtones & Ringbacks,Value,1997,,,
Ringtones & Ringbacks,Value,1998,,,
Ringtones & Ringbacks,Value,1999,,,
Ringtones & Ringbacks,Value,2000,,,
Ringtones & Ringbacks,Value,2001,,,
Ringtones & Ringbacks,Value,2002,,,
Ringtones & Ringbacks,Value,2003,,,
Ringtones & Ringbacks,Value,2004,,,
Ringtones & Ringbacks,Value,2005,,421.6,421.6
Ringtones & Ringbacks,Value,2006,,773.8,773.8
Ringtones & Ringbacks,Value,2007,1.1,,1055.8
Ringtones & Ringbacks,Value,2008,,977.1,977.1
Ringtones & Ringbacks,Value,2009,,702.8,702.8
Ringtones & Ringbacks,Value,2010,,448.0,448.0
Ringtones & Ringbacks,Value,2011,,276.2,276.2
Ringtones & Ringbacks,Value,2012,,146.0,145.992935111
Ringtones & Ringbacks,Value,2013,,98.0,97.99961233299999
Ringtones & Ringbacks,Value,2014,,66.3,66.31137066699999
Ringtones & Ringbacks,Value,2015,,54.6,54.582024222
Ringtones & Ringbacks,Value,2016,,56.3,56.325299125
Ringtones & Ringbacks,Value,2017,,35.5,35.513735653000005
Ringtones & Ringbacks,Value,2018,,25.0,24.957859799
Ringtones & Ringbacks,Value,2019,,21.4,21.426736902000002
SACD,Value,1973,,,
SACD,Value,1974,,,
SACD,Value,1975,,,
SACD,Value,1976,,,
SACD,Value,1977,,,
SACD,Value,1978,,,
SACD,Value,1979,,,
SACD,Value,1980,,,
SACD,Value,1981,,,
SACD,Value,1982,,,
SACD,Value,1983,,,
SACD,Value,1984,,,
SACD,Value,1985,,,
SACD,Value,1986,,,
SACD,Value,1987,,,
SACD,Value,1988,,,
SACD,Value,1989,,,
SACD,Value,1990,,,
SACD,Value,1991,,,
SACD,Value,1992,,,
SACD,Value,1993,,,
SACD,Value,1994,,,
SACD,Value,1995,,,
SACD,Value,1996,,,
SACD,Value,1997,,,
SACD,Value,1998,,,
SACD,Value,1999,,,
SACD,Value,2000,,,
SACD,Value,2001,,,
SACD,Value,2002,,,
SACD,Value,2003,,26.3,26.3
SACD,Value,2004,,16.6,16.6
SACD,Value,2005,,10.0,10.0
SACD,Value,2006,,5.5,5.5
SACD,Value,2007,,3.6,3.6
SACD,Value,2008,,3.1,3.1
SACD,Value,2009,,2.4,2.4
SACD,Value,2010,,1.7,1.7
SACD,Value,2011,,1.5,1.5
SACD,Value,2012,,1.3,1.3425
SACD,Value,2013,,1.0,0.9783825999999999
SACD,Value,2014,,0.8,0.76344539
SACD,Value,2015,,1.0,1.04346656
SACD,Value,2016,,1.2,1.20686148
SACD,Value,2017,,0.9,0.85057856
SACD,Value,2018,,0.9,0.85969971
SACD,Value,2019,,0.4,0.43330229200000003
SoundExchange Distributions,Value,1973,,,
SoundExchange Distributions,Value,1974,,,
SoundExchange Distributions,Value,1975,,,
SoundExchange Distributions,Value,1976,,,
SoundExchange Distributions,Value,1977,,,
SoundExchange Distributions,Value,1978,,,
SoundExchange Distributions,Value,1979,,,
SoundExchange Distributions,Value,1980,,,
SoundExchange Distributions,Value,1981,,,
SoundExchange Distributions,Value,1982,,,
SoundExchange Distributions,Value,1983,,,
SoundExchange Distributions,Value,1984,,,
SoundExchange Distributions,Value,1985,,,
SoundExchange Distributions,Value,1986,,,
SoundExchange Distributions,Value,1987,,,
SoundExchange Distributions,Value,1988,,,
SoundExchange Distributions,Value,1989,,,
SoundExchange Distributions,Value,1990,,,
SoundExchange Distributions,Value,1991,,,
SoundExchange Distributions,Value,1992,,,
SoundExchange Distributions,Value,1993,,,
SoundExchange Distributions,Value,1994,,,
SoundExchange Distributions,Value,1995,,,
SoundExchange Distributions,Value,1996,,,
SoundExchange Distributions,Value,1997,,,
SoundExchange Distributions,Value,1998,,,
SoundExchange Distributions,Value,1999,,,
SoundExchange Distributions,Value,2000,,,
SoundExchange Distributions,Value,2001,,,
SoundExchange Distributions,Value,2002,,,
SoundExchange Distributions,Value,2003,,,
SoundExchange Distributions,Value,2004,,6.9,6.9
SoundExchange Distributions,Value,2005,,20.4,20.4
SoundExchange Distributions,Value,2006,,32.8,32.8
SoundExchange Distributions,Value,2007,,36.2,36.2
SoundExchange Distributions,Value,2008,,100.0,100.0
SoundExchange Distributions,Value,2009,,155.5,155.5
SoundExchange Distributions,Value,2010,,249.2,249.2
SoundExchange Distributions,Value,2011,,292.0,292.0
SoundExchange Distributions,Value,2012,,462.0,462.0
SoundExchange Distributions,Value,2013,,590.4,590.4
SoundExchange Distributions,Value,2014,,773.4,773.4
SoundExchange Distributions,Value,2015,,802.6,802.6
SoundExchange Distributions,Value,2016,,883.9,883.9
SoundExchange Distributions,Value,2017,,652.0,652.0
SoundExchange Distributions,Value,2018,,952.8,952.8
SoundExchange Distributions,Value,2019,,908.2,908.2
Synchronization,Value,1973,,,
Synchronization,Value,1974,,,
Synchronization,Value,1975,,,
Synchronization,Value,1976,,,
Synchronization,Value,1977,,,
Synchronization,Value,1978,,,
Synchronization,Value,1979,,,
Synchronization,Value,1980,,,
Synchronization,Value,1981,,,
Synchronization,Value,1982,,,
Synchronization,Value,1983,,,
Synchronization,Value,1984,,,
Synchronization,Value,1985,,,
Synchronization,Value,1986,,,
Synchronization,Value,1987,,,
Synchronization,Value,1988,,,
Synchronization,Value,1989,,,
Synchronization,Value,1990,,,
Synchronization,Value,1991,,,
Synchronization,Value,1992,,,
Synchronization,Value,1993,,,
Synchronization,Value,1994,,,
Synchronization,Value,1995,,,
Synchronization,Value,1996,,,
Synchronization,Value,1997,,,
Synchronization,Value,1998,,,
Synchronization,Value,1999,,,
Synchronization,Value,2000,,,
Synchronization,Value,2001,,,
Synchronization,Value,2002,,,
Synchronization,Value,2003,,,
Synchronization,Value,2004,,,
Synchronization,Value,2005,,,
Synchronization,Value,2006,,,
Synchronization,Value,2007,,,
Synchronization,Value,2008,,,
Synchronization,Value,2009,,201.2,201.2
Synchronization,Value,2010,,188.7,188.7
Synchronization,Value,2011,,196.5,196.5
Synchronization,Value,2012,,190.6,190.597753
Synchronization,Value,2013,,189.7,189.67943400000001
Synchronization,Value,2014,,189.7,189.713099
Synchronization,Value,2015,,202.9,202.934888
Synchronization,Value,2016,,214.8,214.83897654
Synchronization,Value,2017,,232.1,232.08652289900002
Synchronization,Value,2018,,285.5,285.51349134
Synchronization,Value,2019,,276.3,276.262360199
Vinyl Single,Value,1973,,190.0,190.0
Vinyl Single,Value,1974,,194.0,194.0
Vinyl Single,Value,1975,,211.5,211.5
Vinyl Single,Value,1976,,245.1,245.1
Vinyl Single,Value,1977,,245.1,245.1
Vinyl Single,Value,1978,,260.3,260.3
Vinyl Single,Value,1979,,353.6,353.6
Vinyl Single,Value,1980,,250.0,250.0
Vinyl Single,Value,1981,,256.4,256.4
Vinyl Single,Value,1982,,283.0,283.0
Vinyl Single,Value,1983,,269.3,269.3
Vinyl Single,Value,1984,,298.7,298.7
Vinyl Single,Value,1985,,281.0,281.0
Vinyl Single,Value,1986,,228.1,228.1
Vinyl Single,Value,1987,,203.3,203.3
Vinyl Single,Value,1988,,180.4,180.4
Vinyl Single,Value,1989,,116.4,116.4
Vinyl Single,Value,1990,,94.4,94.4
Vinyl Single,Value,1991,,63.9,63.9
Vinyl Single,Value,1992,,66.4,66.4
Vinyl Single,Value,1993,,51.2,51.2
Vinyl Single,Value,1994,,47.2,47.2
Vinyl Single,Value,1995,,46.7,46.7
Vinyl Single,Value,1996,,47.5,47.5
Vinyl Single,Value,1997,,35.6,35.6
Vinyl Single,Value,1998,,25.7,25.7
Vinyl Single,Value,1999,,27.9,27.9
Vinyl Single,Value,2000,,26.3,26.3
Vinyl Single,Value,2001,,31.4,31.4
Vinyl Single,Value,2002,,24.9,24.9
Vinyl Single,Value,2003,,21.5,21.5
Vinyl Single,Value,2004,,19.9,19.9
Vinyl Single,Value,2005,,13.2,13.2
Vinyl Single,Value,2006,,9.9,9.9
Vinyl Single,Value,2007,,4.0,4.0
Vinyl Single,Value,2008,,2.9,2.9
Vinyl Single,Value,2009,,2.5,2.5
Vinyl Single,Value,2010,,2.3,2.3
Vinyl Single,Value,2011,,4.6,4.6
Vinyl Single,Value,2012,,4.7,4.743055893
Vinyl Single,Value,2013,,3.0,2.978937179
Vinyl Single,Value,2014,,5.5,5.49935429
Vinyl Single,Value,2015,,5.8,5.7529540820000005
Vinyl Single,Value,2016,,4.9,4.880679689
Vinyl Single,Value,2017,,6.1,6.07838535
Vinyl Single,Value,2018,,5.3,5.2903370789999995
Vinyl Single,Value,2019,,6.8,6.795945687000001
8 - Track,Value (Adjusted),1973,2.8,,2815.6818243240004
8 - Track,Value (Adjusted),1974,2.8,,2848.008608519
8 - Track,Value (Adjusted),1975,2.8,,2770.409498141
8 - Track,Value (Adjusted),1976,3.0,,3047.2157715290004
8 - Track,Value (Adjusted),1977,3.4,,3421.4162871290005
8 - Track,Value (Adjusted),1978,3.7,,3717.221411043
8 - Track,Value (Adjusted),1979,2.4,,2409.725690083
8 - Track,Value (Adjusted),1980,1.6,,1635.087851942
8 - Track,Value (Adjusted),1981,,880.3,880.315082508
8 - Track,Value (Adjusted),1982,,95.4,95.374632124
8 - Track,Value (Adjusted),1983,,,
8 - Track,Value (Adjusted),1984,,,
8 - Track,Value (Adjusted),1985,,,
8 - Track,Value (Adjusted),1986,,,
8 - Track,Value (Adjusted),1987,,,
8 - Track,Value (Adjusted),1988,,,
8 - Track,Value (Adjusted),1989,,,
8 - Track,Value (Adjusted),1990,,,
8 - Track,Value (Adjusted),1991,,,
8 - Track,Value (Adjusted),1992,,,
8 - Track,Value (Adjusted),1993,,,
8 - Track,Value (Adjusted),1994,,,
8 - Track,Value (Adjusted),1995,,,
8 - Track,Value (Adjusted),1996,,,
8 - Track,Value (Adjusted),1997,,,
8 - Track,Value (Adjusted),1998,,,
8 - Track,Value (Adjusted),1999,,,
8 - Track,Value (Adjusted),2000,,,
8 - Track,Value (Adjusted),2001,,,
8 - Track,Value (Adjusted),2002,,,
8 - Track,Value (Adjusted),2003,,,
8 - Track,Value (Adjusted),2004,,,
8 - Track,Value (Adjusted),2005,,,
8 - Track,Value (Adjusted),2006,,,
8 - Track,Value (Adjusted),2007,,,
8 - Track,Value (Adjusted),2008,,,
8 - Track,Value (Adjusted),2009,,,
8 - Track,Value (Adjusted),2010,,,
8 - Track,Value (Adjusted),2011,,,
8 - Track,Value (Adjusted),2012,,,
8 - Track,Value (Adjusted),2013,,,
8 - Track,Value (Adjusted),2014,,,
8 - Track,Value (Adjusted),2015,,,
8 - Track,Value (Adjusted),2016,,,
8 - Track,Value (Adjusted),2017,,,
8 - Track,Value (Adjusted),2018,,,
8 - Track,Value (Adjusted),2019,,,
CD,Value (Adjusted),1973,,,
CD,Value (Adjusted),1974,,,
CD,Value (Adjusted),1975,,,
CD,Value (Adjusted),1976,,,
CD,Value (Adjusted),1977,,,
CD,Value (Adjusted),1978,,,
CD,Value (Adjusted),1979,,,
CD,Value (Adjusted),1980,,,
CD,Value (Adjusted),1981,,,
CD,Value (Adjusted),1982,,,
CD,Value (Adjusted),1983,,44.1,44.14960241
CD,Value (Adjusted),1984,,254.2,254.180636189
CD,Value (Adjusted),1985,,925.4,925.449828067
CD,Value (Adjusted),1986,2.2,,2169.585544708
CD,Value (Adjusted),1987,3.6,,3586.399605634
CD,Value (Adjusted),1988,4.5,,4516.462927303
CD,Value (Adjusted),1989,5.3,,5335.190475
CD,Value (Adjusted),1990,6.8,,6751.53558684
CD,Value (Adjusted),1991,8.1,,8142.168640969
CD,Value (Adjusted),1992,9.7,,9706.037138275
CD,Value (Adjusted),1993,11.5,,11520.311348096999
CD,Value (Adjusted),1994,14.6,,14601.947884615
CD,Value (Adjusted),1995,15.7,,15730.957688976001
CD,Value (Adjusted),1996,16.2,,16187.862319312
CD,Value (Adjusted),1997,15.8,,15793.549661682
CD,Value (Adjusted),1998,17.9,,17905.400687117
CD,Value (Adjusted),1999,19.7,,19667.327785714
CD,Value (Adjusted),2000,19.6,,19618.928144599
CD,Value (Adjusted),2001,18.6,,18635.67744664
CD,Value (Adjusted),2002,17.1,,17115.944823235
CD,Value (Adjusted),2003,15.6,,15607.443017935
CD,Value (Adjusted),2004,15.5,,15491.677345156
CD,Value (Adjusted),2005,13.8,,13771.442761905
CD,Value (Adjusted),2006,11.9,,11885.767848213998
CD,Value (Adjusted),2007,9.2,,9190.702658466
CD,Value (Adjusted),2008,6.5,,6496.779627316
CD,Value (Adjusted),2009,5.1,,5146.5782200740005
CD,Value (Adjusted),2010,4.0,,3973.859172873
CD,Value (Adjusted),2011,3.5,,3524.136143132
CD,Value (Adjusted),2012,2.8,,2767.7761488720002
CD,Value (Adjusted),2013,2.3,,2349.534897314
CD,Value (Adjusted),2014,1.9,,1918.215114615
CD,Value (Adjusted),2015,1.6,,1558.6334519379998
CD,Value (Adjusted),2016,1.2,,1204.497778348
CD,Value (Adjusted),2017,1.1,,1102.77435245
CD,Value (Adjusted),2018,,711.0,711.041239463
CD,Value (Adjusted),2019,,614.5,614.509779894
CD Single,Value (Adjusted),1973,,,
CD Single,Value (Adjusted),1974,,,
CD Single,Value (Adjusted),1975,,,
CD Single,Value (Adjusted),1976,,,
CD Single,Value (Adjusted),1977,,,
CD Single,Value (Adjusted),1978,,,
CD Single,Value (Adjusted),1979,,,
CD Single,Value (Adjusted),1980,,,
CD Single,Value (Adjusted),1981,,,
CD Single,Value (Adjusted),1982,,,
CD Single,Value (Adjusted),1983,,,
CD Single,Value (Adjusted),1984,,,
CD Single,Value (Adjusted),1985,,,
CD Single,Value (Adjusted),1986,,,
CD Single,Value (Adjusted),1987,,,
CD Single,Value (Adjusted),1988,,21.2,21.178686391
CD Single,Value (Adjusted),1989,,-1.4,-1.443225
CD Single,Value (Adjusted),1990,,11.7,11.736358072
CD Single,Value (Adjusted),1991,,65.9,65.885174009
CD Single,Value (Adjusted),1992,,82.2,82.181972202
CD Single,Value (Adjusted),1993,,81.0,81.031768858
CD Single,Value (Adjusted),1994,,96.8,96.77704251
CD Single,Value (Adjusted),1995,,186.0,186.039116142
CD Single,Value (Adjusted),1996,,300.0,299.977397706
CD Single,Value (Adjusted),1997,,434.4,434.377968224
CD Single,Value (Adjusted),1998,,334.4,334.393082209
CD Single,Value (Adjusted),1999,,341.3,341.285214886
CD Single,Value (Adjusted),2000,,211.9,211.859778746
CD Single,Value (Adjusted),2001,,114.6,114.619795596
CD Single,Value (Adjusted),2002,,27.9,27.853680934
CD Single,Value (Adjusted),2003,,50.0,50.019847826
CD Single,Value (Adjusted),2004,,20.3,20.300979354000003
CD Single,Value (Adjusted),2005,,14.3,14.268619048
CD Single,Value (Adjusted),2006,,9.8,9.764677082999999
CD Single,Value (Adjusted),2007,,15.0,15.045901592
CD Single,Value (Adjusted),2008,,4.2,4.156001078
CD Single,Value (Adjusted),2009,,3.7,3.694172567
CD Single,Value (Adjusted),2010,,3.4,3.4000683310000004
CD Single,Value (Adjusted),2011,,4.0,3.977965137
CD Single,Value (Adjusted),2012,,3.6,3.59119832
CD Single,Value (Adjusted),2013,,2.7,2.6840568940000002
CD Single,Value (Adjusted),2014,,3.9,3.905023683
CD Single,Value (Adjusted),2015,,1.3,1.291079457
CD Single,Value (Adjusted),2016,,0.3,0.280361354
CD Single,Value (Adjusted),2017,,1.5,1.542258972
CD Single,Value (Adjusted),2018,,0.2,0.157981482
CD Single,Value (Adjusted),2019,,0.2,0.18167887800000002
Cassette,Value (Adjusted),1973,,437.6,437.611081081
Cassette,Value (Adjusted),1974,,452.2,452.19655983800004
Cassette,Value (Adjusted),1975,,469.5,469.49649814099996
Cassette,Value (Adjusted),1976,,654.6,654.6436713530001
Cassette,Value (Adjusted),1977,1.1,,1053.003089109
Cassette,Value (Adjusted),1978,1.8,,1763.7196104289999
Cassette,Value (Adjusted),1979,2.0,,2044.551710744
Cassette,Value (Adjusted),1980,2.2,,2187.356614078
Cassette,Value (Adjusted),1981,3.0,,2989.1337689770003
Cassette,Value (Adjusted),1982,3.7,,3667.9493937820002
Cassette,Value (Adjusted),1983,4.6,,4648.285756024
Cassette,Value (Adjusted),1984,5.9,,5865.839483156999
Cassette,Value (Adjusted),1985,5.7,,5729.710552974
Cassette,Value (Adjusted),1986,5.8,,5830.425834854001
Cassette,Value (Adjusted),1987,6.7,,6660.810060739001
Cassette,Value (Adjusted),1988,7.3,,7315.507275571
Cassette,Value (Adjusted),1989,6.9,,6898.20315
Cassette,Value (Adjusted),1990,6.8,,6792.2216281559995
Cassette,Value (Adjusted),1991,5.7,,5668.002035242
Cassette,Value (Adjusted),1992,5.7,,5678.5738353530005
Cassette,Value (Adjusted),1993,5.2,,5158.786716955
Cassette,Value (Adjusted),1994,5.1,,5134.531004049
Cassette,Value (Adjusted),1995,3.9,,3864.379692913
Cassette,Value (Adjusted),1996,3.1,,3104.54609369
Cassette,Value (Adjusted),1997,2.4,,2425.476099065
Cassette,Value (Adjusted),1998,2.2,,2227.039106135
Cassette,Value (Adjusted),1999,1.6,,1629.0844609839999
Cassette,Value (Adjusted),2000,,929.4,929.3918815330001
Cassette,Value (Adjusted),2001,,524.6,524.594883117
Cassette,Value (Adjusted),2002,,298.1,298.148074486
Cassette,Value (Adjusted),2003,,150.2,150.1984875
Cassette,Value (Adjusted),2004,,32.1,32.07554738
Cassette,Value (Adjusted),2005,,17.1,17.14852381
Cassette,Value (Adjusted),2006,,4.7,4.69211756
Cassette,Value (Adjusted),2007,,3.7,3.6998118669999998
Cassette,Value (Adjusted),2008,,1.1,1.068685991
Cassette,Value (Adjusted),2009,,,
Cassette,Value (Adjusted),2010,,,
Cassette,Value (Adjusted),2011,,,
Cassette,Value (Adjusted),2012,,,
Cassette,Value (Adjusted),2013,,,
Cassette,Value (Adjusted),2014,,,
Cassette,Value (Adjusted),2015,,,
Cassette,Value (Adjusted),2016,,,
Cassette,Value (Adjusted),2017,,,
Cassette,Value (Adjusted),2018,,,
Cassette,Value (Adjusted),2019,,,
Cassette Single,Value (Adjusted),1973,,,
Cassette Single,Value (Adjusted),1974,,,
Cassette Single,Value (Adjusted),1975,,,
Cassette Single,Value (Adjusted),1976,,,
Cassette Single,Value (Adjusted),1977,,,
Cassette Single,Value (Adjusted),1978,,,
Cassette Single,Value (Adjusted),1979,,,
Cassette Single,Value (Adjusted),1980,,,
Cassette Single,Value (Adjusted),1981,,,
Cassette Single,Value (Adjusted),1982,,,
Cassette Single,Value (Adjusted),1983,,,
Cassette Single,Value (Adjusted),1984,,,
